Nombre,Precio,Velocidad,Modulos,Latencia (ns),Tipo,Cantidad_total,Rank
Corsair Dominator Platinum RGB 16 GB,72.0,3200,"2,8",16.0,DDR4,16,1377
G.Skill Ripjaws V 16 GB,41.99,3200,"2,8",16.0,DDR4,16,1378
G.Skill Trident Z 16 GB,49.99,3200,"2,8",16.0,DDR4,16,1379
Kingston FURY Beast RGB 16 GB,54.99,3200,"2,8",16.0,DDR4,16,1380
Corsair Dominator Platinum RGB 16 GB,84.99,3200,"2,8",18.0,DDR4,16,1381
Crucial Ballistix 16 GB,96.99,3200,"2,8",16.0,DDR4,16,1382
Mushkin Redline Lumina 16 GB,70.9,3200,"2,8",16.0,DDR4,16,1383
Kingston Fury Renegade RGB 16 GB,69.98,3200,"2,8",16.0,DDR4,16,1384
Patriot Viper Steel 16 GB,42.99,3200,"2,8",16.0,DDR4,16,1385
Crucial Ballistix 16 GB,113.48,3200,"2,8",16.0,DDR4,16,1386
Silicon Power XPOWER Zenith Gaming 16 GB,37.99,3200,"2,8",16.0,DDR4,16,1387
G.Skill Trident Z Royal 16 GB,180.39,3200,"2,8",14.0,DDR4,16,1388
Kingston FURY Impact 16 GB,42.99,3200,"2,8",20.0,DDR4,16,1389
TEAMGROUP T-Force Xtreem ARGB 16 GB,107.99,3200,"2,8",16.0,DDR4,16,1390
G.Skill Ripjaws V 16 GB,122.19,3200,"2,8",14.0,DDR4,16,1391
OLOy OWL RGB 16 GB,38.99,3200,"2,8",16.0,DDR4,16,1392
Mushkin Redline Lumina 16 GB,73.98,3200,"2,8",16.0,DDR4,16,1393
TEAMGROUP T-Force Xtreem ARGB 16 GB,312.95,3200,"2,8",14.0,DDR4,16,1394
G.Skill Ripjaws V 16 GB,63.99,3200,"2,8",15.0,DDR4,16,1395
PNY XLR8 Gaming EPIC-X RGB 16 GB,49.99,3200,"2,8",16.0,DDR4,16,1396
OLOy WarHawk RGB 16 GB,38.99,3200,"2,8",16.0,DDR4,16,1397
Crucial CT2K8G4DFRA32A 16 GB,39.99,3200,"2,8",22.0,DDR4,16,1398
OLOy MD4U083216BJDA 16 GB,41.99,3200,"2,8",16.0,DDR4,16,1399
PNY XLR8 16 GB,38.99,3200,"2,8",16.0,DDR4,16,1400
ADATA XPG GAMMIX D20 16 GB,80.62,3200,"2,8",16.0,DDR4,16,1401
G.Skill Flare X 16 GB,42.99,3200,"2,8",16.0,DDR4,16,1402
TEAMGROUP T-Force Xtreem ARGB 16 GB,105.87,3200,"2,8",16.0,DDR4,16,1403
Thermaltake TOUGHRAM RGB 16 GB,129.99,3200,"2,8",16.0,DDR4,16,1404
Timetec PINNACLE Konduit 16 GB,38.99,3200,"2,8",16.0,DDR4,16,1405
TEAMGROUP T-Create Expert 16 GB,36.99,3200,"2,8",16.0,DDR4,16,1406
G.Skill Sniper X 16 GB,49.32,3200,"2,8",16.0,DDR4,16,1407
Crucial CT2K8G4DFS832A 16 GB,62.99,3200,"2,8",22.0,DDR4,16,1408
Corsair Vengeance LPX 16 GB,44.99,3200,"2,8",16.0,DDR4,16,1409
Lexar THOR 16 GB,46.61,3200,"2,8",16.0,DDR4,16,1410
Corsair Vengeance RGB Pro SL 16 GB,54.99,3200,"2,8",16.0,DDR4,16,1411
Corsair Vengeance RGB Pro 256 GB,1658.29,3000,"8,32",16.0,DDR4,256,1412
Corsair Vengeance LPX 128 GB,517.32,3000,"8,16",15.0,DDR4,128,1413
Corsair Vengeance RGB Pro 128 GB,314.99,3000,"4,32",16.0,DDR4,128,1414
Corsair Vengeance LPX 64 GB,139.99,3000,"2,32",16.0,DDR4,64,1415
Corsair Vengeance LPX 64 GB,154.99,3000,"4,16",16.0,DDR4,64,1416
Corsair Vengeance RGB Pro 64 GB,529.99,3000,"4,16",15.0,DDR4,64,1417
G.Skill Trident Z Royal 64 GB,209.99,3000,"4,16",16.0,DDR4,64,1418
Corsair Vengeance LPX 32 GB,79.98,3000,"2,16",16.0,DDR4,32,1419
G.Skill Trident Z RGB 32 GB,97.61,3000,"2,16",16.0,DDR4,32,1420
Patriot Viper 4 Blackout 32 GB,102.89,3000,"2,16",16.0,DDR4,32,1421
Corsair Vengeance LED 32 GB,302.39,3000,"4,8",15.0,DDR4,32,1422
Corsair Vengeance 32 GB,349.99,3000,"2,16",16.0,DDR4,32,1423
Corsair Vengeance RGB Pro 32 GB,369.48,3000,"2,16",15.0,DDR4,32,1424
Corsair Vengeance RGB 32 GB,283.18,3000,"4,8",15.0,DDR4,32,1425
Kingston HyperX Predator 32 GB,233.16,3000,"4,8",15.0,DDR4,32,1426
Kingston Predator 32 GB,221.31,3000,"2,16",15.0,DDR4,32,1427
G.Skill Trident Z Neo 32 GB,169.0,3000,"2,16",16.0,DDR4,32,1428
G.Skill Aegis 32 GB,61.99,3000,"2,16",16.0,DDR4,32,1429
G.Skill Ripjaws 32 GB,97.3,3000,"2,16",16.0,DDR4,32,1430
Corsair Vengeance RGB Pro 32 GB,89.99,3000,"2,16",16.0,DDR4,32,1431
G.Skill Aegis 16 GB,37.99,3000,"2,8",16.0,DDR4,16,1432
Corsair Vengeance LPX 16 GB,129.99,3000,"2,8",15.0,DDR4,16,1433
Kingston Savage 16 GB,389.0,3000,"2,8",15.0,DDR4,16,1434
Crucial Ballistix 16 GB,106.35,3000,"2,8",15.0,DDR4,16,1435
Kingston HyperX Predator 16 GB,124.82,3000,"2,8",15.0,DDR4,16,1436
G.Skill Trident Z RGB 16 GB,55.99,3000,"2,8",16.0,DDR4,16,1437
Corsair Vengeance RGB Pro 16 GB,59.99,3000,"2,8",15.0,DDR4,16,1438
G.Skill Ripjaws 16 GB,50.33,3000,"2,8",16.0,DDR4,16,1439
GeIL Orion AMD Edition 16 GB,35.98,3000,"2,8",16.0,DDR4,16,1440
Patriot Viper 4 Blackout 16 GB,41.99,3000,"2,8",16.0,DDR4,16,1441
Corsair Vengeance LPX 16 GB,42.99,3000,"2,8",15.0,DDR4,16,1442
OLOy MD4U083016BGDA 16 GB,35.99,3000,"2,8",16.0,DDR4,16,1443
Corsair Vengeance RGB Pro 16 GB,69.98,3000,"2,8",16.0,DDR4,16,1444
G.Skill Ripjaws V 16 GB,222.0,3000,"2,8",15.0,DDR4,16,1445
OLOy MD4U083016BJDA 16 GB,36.99,3000,"2,8",16.0,DDR4,16,1446
G.Skill Ripjaws V 16 GB,48.56,3000,"2,8",16.0,DDR4,16,1447
GeIL SUPER LUCE RGB SYNC 16 GB,88.23,3000,"2,8",16.0,DDR4,16,1448
Corsair Dominator Platinum RGB 16 GB,149.99,3000,"2,8",15.0,DDR4,16,1449
Corsair Vengeance LPX 16 GB,44.99,3000,"2,8",16.0,DDR4,16,1450
Corsair Vengeance LPX 16 GB,52.25,3000,"2,8",16.0,DDR4,16,1451
G.Skill Trident Z Neo 16 GB,59.99,3000,"2,8",16.0,DDR4,16,1452
Patriot Viper Steel 16 GB,40.99,3000,"2,8",16.0,DDR4,16,1453
